topic_id	ref_id	s1	s2	anno_1	anno_2	anno_average
1	1.3.3	Schüler profitieren von einem interessanten und abwechslungreichen Unterricht	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.4	Twitter ist nützlich, um neue Diskussionsformen zu erstellen.	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.3.5	Größere Kreativität	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.3.4	Zurückhaltende Schüler können auch an der Diskussionen im Twitter teilnehmen, denn in normalen Gespräche würden sie schweigen.	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	2	2	2
1	1.3.4	Lehrer können die Kommentare der Schüler in den Unterricht integrieren	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	0	0	0
1	1.2.2	Eine neue Generation an Lehrern reift heran, die die Benutzung von sozialen Medien im Unterricht irgendwann als selbstverständlich einführen wird.	Autor sieht in Twitter Chancen für innovative, konstruktive Unterrichtsmethoden	0	0	0
1	1.3.6	es kann sein, dass die Schüler so gewonnenes Wissen besser behalten	Es gibt Erfolgsbeispiele für die Nutzung von Twitter im Unterricht, z.B. in den USA	0	0	0
1	1.3.1	Es kann die Informationverarbeitung fördern	Unterricht ist abwechslungsreicher	0	0	0
1	1.3.5	Durch Inszenierung bleiben Geschichtsereignisse stärker im Gedächtnis	Pädagogen raten zur Auseinandersetzung mit dem medialen Wandel	0	0	0
1	1.2.1	Soziale Netzwerke wie Twitter helfen dabei, Diskussionen anzustoßen	Autor befürwortet die Nutzung von Twitter im Unterricht	1	1	1
1	1.1.1	Das Thema ist : Können soziale Netzwerke für die Bildung von Kindern genutzt werden?	Sollen soziale Netzwerke wie Twitter als Werkzeug im Schulunterricht benutzt werden?	3	2	2.5
1	1.2.2	Autor ist dafür. Er denkt, dass Twitter ist jetzt eine gute Möglichkeit, mit Schüler zusammen zu arbeiten.	Autor sieht in Twitter Chancen für innovative, konstruktive Unterrichtsmethoden	2	3	2.5
1	1.3.3	Soziale Netzwerke lenken nicht mehr oder weniger ab als Bücher und auf Bücher würde auch niemand im Unterricht verzichten.	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.3.1	die Klasse wird motiviert mit zu arbeiten	Unterricht ist abwechslungsreicher	0	0	0
1	1.3.4	Jeder kann eigene Meinung schreiben und nicht laut sagen. das Internet kann als Unterrichtsmedium benutzt. Das hilft die informationen im Kopf halten.	Auch schüchterne Schüler:innen werden ermutigt, ihre Meinungen zu äußern	1	2	1.5
1	1.4.1	Die Nutzung sozialer Medien kann die Schüler während des Unterrichts ablenken	Schüler:innen können leicht abgelenkt werden	3	3	3
1	1.3.3	Der Unterricht wird dynamischer	Nutzung von Twitter senkt die Hemmung vor aktiver Beteiligung am Unterricht	0	0	0
1	1.2.2	Außerdem können Schüler aktiver am Unterricht teilnehmen, die sich sonst nicht trauen würden (weil sie vielleicht schüchtern sind), wenn man z.B. während des Unterrichts Kommentare zum behandelten Thema auf Twitter schreibt	Autor sieht in Twitter Chancen für innovative, konstruktive Unterrichtsmethoden	1	1	1
1	1.2.3	Soziale Medien im Unterricht sind ein wichtig Trend.	Es liegt an den Lehrer:innen, die über Twitter geäußerten Inhalte auf nützlicher Art in den Unterricht zu integrieren	0	0	0
1	1.3.2	Einfach zu erreichen	Unterricht bleibt länger im Gedächtnis	0	0	0
1	1.3.7	Bringt stillere Schüler dazu sich mehr an den Diskussionen zu beteiligen	Angst vor Ablenkung ist nicht begündet, da auch Bücher ablenken können	0	0	0
2	2.4.1	zurück in die Dunkelheit	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.1.1	Der Artikel präsentiert die Meinungen von Experten und den Studenten selbst	Soll die Schule morgens später anfangen?	0	1	0.5
2	2.4.3	die Schule später am Nachmittag beenden	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	2	0	1
2	2.4.2	Schulbusse müssen mehrere Schulen anfahren, wenn alle unterschiedliche Startzeiten haben, müssten Busse mehrfach fahren (Zeiten passen nicht mehr zusammen)	Mit späterem Schulanfang hört die Schule auch später auf	0	0	0
2	2.4.5	Je später die Schule beginnt, desto später die Schüler können der Feierabend anfangen.	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.4.5	Einführung einer Mittagsversorgung	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.4.5	Busse, die die Schüler zur Schule bringen, müssten zu unterschiedlichen Zeiten fahren, was problematisch ist	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.3.3	Länger schlafen und höhere Konzentration	US-Studie zeigt Vorteile des späteren Schulanfangs	0	0	0
2	2.1.1	Ist es sinnvoll, dass der Schulunterricht um 8 Uhr beginnt?	Soll die Schule morgens später anfangen?	2	4	3
2	2.4.2	Spätere Lektionen sind kürzere freie Nachmittage für Schüler.	Mit späterem Schulanfang hört die Schule auch später auf	1	1	1
2	2.4.3	Die Schulbuse wären schwieriger zu organisieren	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.4.1	Die Schüler sollten nach der Mittagspause noch mal Unterricht machen.	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.1	Späteres Schulende, teilweise bis 14 Uhr	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.5	Tageslicht spielt eine entscheidende Rolle für die Leistung. Menschen müssen Sonnenlicht ausgesetzt werden.	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	3	2	2.5
2	2.4.1	Probleme mit den Schulbussen	Umstellung der Schulbusse auf dem Land wäre problematisch	2	3	2.5
2	2.4.1	Wenn die Schule später startet, würde die Schulzeit weiter in die Nachmittagszeit reichen, wodurch die Freizeit der Jugendlichen reduziert werden würde	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.1	die Schule würde Langer dauert	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.5	Führt zu Problemen bei der Zeitumstellung	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.3.1	Dies würde die Konzentration steigern	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	1	0	0.5
2	2.3.3	Innere Uhr verändert sich in der Pubertät, man wird später müde	US-Studie zeigt Vorteile des späteren Schulanfangs	0	0	0
2	2.4.5	Diskrepanzen zwischen den Schulen	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.3.3	Laut der Seatle-Studie verbesserte sich die Arbeitseffizienz der Schüler, als der Unterricht später begann	US-Studie zeigt Vorteile des späteren Schulanfangs	2	2	2
2	2.4.3	Wenn die Schüler nachmittags draussen sich austoben können sie besser schlafen.	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	1	1	1
2	2.4.1	Dunkelheit in die Schule gehen	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.4	Das Angebot an Mittagsversorgung und die Mittagspause.	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	2	3	2.5
2	2.4.5	Uhrzeitstellung und länger im Dunkeln in der Schule sein	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	1	0.5
2	2.4.1	Der Transport (durch Schulbusse) wird beeinträchtigt.	Umstellung der Schulbusse auf dem Land wäre problematisch	2	2	2
2	2.3.1	die Kinder wären nicht mehr so müde und kämen besser aus dem Bett	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	2	2	2
2	2.3.1	Die Schüler schlafen länger.	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	2	2	2
2	2.3.4	In der Pubertät neigen Jugendliche dazu "Spättypen" zu werden.	Bei späterem Schulbeginn können Fehlzeiten weniger werden	0	0	0
2	2.4.5	Der Transport (durch Schulbusse) wird beeinträchtigt.	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.4.3	später Unterricht	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	1	0	0.5
2	2.4.5	Ein späterer Schulbeginn bedeutet auch, dass man in die Mittagszeit hineinkommt.	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.4.4	man braucht Mittagsversorgung und Pause und muss hinterher erneut Unterricht machen	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	2	2	2
2	2.4.4	Ein späterer Schulanfang würde ein Problem für die Schulbusse sein.	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	0	0	0
2	2.4.2	permanente Sommerzeit wäre ein großes Problem (Dunkelheit)	Mit späterem Schulanfang hört die Schule auch später auf	0	0	0
2	2.4.3	1 bis 6 Klässler haben sich in einer Studie gegen den späteren freien Nachmittag ausgesprochen	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	1	0	0.5
2	2.3.3	Die Leistungen der Schüler in den ersten Klassen könnten sich verbessern	US-Studie zeigt Vorteile des späteren Schulanfangs	0	0	0
2	2.4.1	Die Schüler ziehen es vor, den Unterricht früher zu beginnen, um ein späteres Ende zu vermeiden.	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.3	Busse, die die Schüler zur Schule bringen, müssten zu unterschiedlichen Zeiten fahren, was problematisch ist	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.4.2	Es gibt die Probleme mit dem Zugang - insbesondere von kleinen Städten.	Mit späterem Schulanfang hört die Schule auch später auf	0	0	0
2	2.3.2	bessere Konzentration	Schlafmangel hat einen negativen Einfluss auf die Konzentration und Schulleistung	1	3	2
2	2.3.3	Konzentration verbessert	US-Studie zeigt Vorteile des späteren Schulanfangs	1	0	0.5
2	2.4.1	Die Mittagszeit würde sich verschieben, was bedeutet, dass die Schulen ein Mittagessen anbieten müssten.	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.3	permanente Sommerzeit wäre ein großes Problem (Dunkelheit)	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.1.1	Wäre es besser, wenn die Schule später beginnen würde?	Soll die Schule morgens später anfangen?	4	4	4
2	2.1.1	das Problem der Schulabwesenheit und der schlechten Leistungen im Unterricht aufgrund einer schlechten Schlafroutine.	Soll die Schule morgens später anfangen?	0	1	0.5
2	2.3.1	Die Schüler hatten bessere Ergebnisse in der Schule	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	0	0	0
2	2.3.2	längerer Schlaf, bessere Leistung, weniger Fehlzeiten	Schlafmangel hat einen negativen Einfluss auf die Konzentration und Schulleistung	2	2	2
2	2.4.4	eine Mittagsversorgung müsste eingerichtet werden, danach gäbe es noch weiteren Unterricht-wenig Akzeptanz dieser Idee	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	2	2	2
2	2.4.3	Die Schüler wollen zwar spät anfangen, aber auch früh aufhöhren und beides geht nicht.	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	2	1	1.5
2	2.4.3	Die Schulbusse sind nicht fur alle da	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.4.2	der Schultag würde länger gehen und den Schulkindern ist ein freier Nachmittag wichtiger	Mit späterem Schulanfang hört die Schule auch später auf	2	2	2
2	2.3.2	Der Jugend brauchen morgens länger Schlaf. Konzentration verbessert, Leistungen verbesserten sich und die Fehlzeiten waren geringer Stunde auf 8.45 Uhr nach hinten	Schlafmangel hat einen negativen Einfluss auf die Konzentration und Schulleistung	1	2	1.5
2	2.4.3	Mittagsversorgung müsste angeboten werden	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.4.5	Schueler koennten nicht mit dem Bus zur Schule	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.4.5	Mittagsversorgung müsste angeboten werden	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.4.3	Schulbusse müssten die Schüler zu Klassen bringen, die zu unterschiedlichen Zeiten beginnen	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.1.1	Kann es nützlich sein, später mit dem Unterricht zu beginnen?	Soll die Schule morgens später anfangen?	2	3	2.5
2	2.4.1	Studenten und Professoren müssten den Unterricht nach der Mittagspause fortsetzen	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.4	Im Winter, wenn es früher dunkel wird, müssten die Schüler länger ohne Sonne und helles Licht bleiben.	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	0	0	0
2	2.4.3	Es gibt die Probleme mit dem Zugang - insbesondere von kleinen Städten.	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.4.4	Die Jugendlichen stehen schon schwer auf in der Früh. Der freie Nachmittag ist ihnen aber noch wichtiger, als das späte Aufstehen.	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	0	0	0
2	2.4.4	Die Schüler ziehen es vor, den Unterricht früher zu beginnen, um ein späteres Ende zu vermeiden.	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	0	0	0
2	2.3.3	In Forschungsstudien haben Sie gefunden dass Studierende, die länger schlafen, haben bessere Ergebnisse und weniger Fehlzeiten.	US-Studie zeigt Vorteile des späteren Schulanfangs	2	2	2
2	2.4.3	Tageslicht spielt eine entscheidende Rolle für die Leistung. Menschen müssen Sonnenlicht ausgesetzt werden.	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.4.3	der Unterricht muss auch Mittags und Nachmittags stattfinden, man muss Mittags Essen anbieten	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.4.3	Schule endet später, somit kein freier Nachmittag mehr	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	3	3	3
2	2.3.3	Demnach braucht man morgens mehr Schlaf	US-Studie zeigt Vorteile des späteren Schulanfangs	0	0	0
2	2.3.4	Schlafmangel hat Auswirkungen auf die Konzentrations- und Leistungsfähigkeit der Jugendlichen	Bei späterem Schulbeginn können Fehlzeiten weniger werden	0	0	0
2	2.3.4	In Seattle wurde die Unterricht auf Später verschoben und die Schüler schliefen durchschnittlich 34 Minuten länger, ihre Leistungen verbesserten sich und die Fehlzeiten waren geringer.	Bei späterem Schulbeginn können Fehlzeiten weniger werden	2	2	2
2	2.4.1	kein Tageslicht im Winter, keine Konzentration	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.5	nach der Mittagspause noch mal Unterricht machen. Das findet wenig Akzeptanz	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.4.4	die Schule würde Langer dauert	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	0	0	0
2	2.4.2	Wenn die Schule später beginnt, müssten die Schüler später rausgehen, was eine kürzere Nachmittagszeit bedeutet.	Mit späterem Schulanfang hört die Schule auch später auf	3	3	3
2	2.4.2	Probleme mit der Busverbindung dann	Mit späterem Schulanfang hört die Schule auch später auf	0	0	0
2	2.4.1	Je später die Schule beginnt, desto später die Schüler können der Feierabend anfangen.	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.2	Nicht jeder braucht eine solche Verlängerung des Schlafes.	Mit späterem Schulanfang hört die Schule auch später auf	0	0	0
2	2.3.1	Konzentration verbessert sich nachweislich (siehe Beispiel Seattle) durch mehr Schlaf in Verbindung mit dem späteren Schulstart	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	2	0	1
2	2.3.3	der Absentismus von Schülern kann sinken	US-Studie zeigt Vorteile des späteren Schulanfangs	0	0	0
2	2.4.5	kein Tageslicht im Winter, keine Konzentration	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	1	1	1
2	2.3.3	Findet Zustimmung bei den Schüler/innen.	US-Studie zeigt Vorteile des späteren Schulanfangs	0	0	0
2	2.3.4	Laut der Seatle-Studie verbesserte sich die Arbeitseffizienz der Schüler, als der Unterricht später begann	Bei späterem Schulbeginn können Fehlzeiten weniger werden	0	0	0
2	2.3.1	Wenig schlaf schraenkt die Leistungsfaehigkeit	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	1	0	0.5
2	2.4.5	Schulbusse müssen mehrere Schulen anfahren, wenn alle unterschiedliche Startzeiten haben, müssten Busse mehrfach fahren (Zeiten passen nicht mehr zusammen)	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.4.5	Wenn die Schüler nachmittags draussen sich austoben können sie besser schlafen.	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.3.1	Die Fehlzeiten wären geringer	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	0	0	0
2	2.3.1	Experiment in Seattle (Schulstart 8.45) zeigt, SuS schlafen durchschnittlich 34 Minuten länger, hatten bessere Leistungen und gerinere Fehlzeiten	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	0	0	0
2	2.4.4	Würde die halbjährliche Zeitumstellung entfallen, würden die Schüler nach Einbruch der Dunkelheit mehr Zeit in der Schule verbringen.	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	0	0	0
2	2.4.3	der Unterricht geht bis in den Mittag, Betreuung und Verpflegung sind notwendig	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.3.4	Mehr Schlaf würde die Leistungsfähigkeit erhöhen	Bei späterem Schulbeginn können Fehlzeiten weniger werden	0	0	0
2	2.3.1	Ausgeschlafene Schüler können sich besser konzentrieren.	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	1	1	1
2	2.3.4	Leistungen verbessern sich	Bei späterem Schulbeginn können Fehlzeiten weniger werden	0	0	0
2	2.4.3	Ein späterer Schulanfang würde ein Problem für die Schulbusse sein.	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.4.4	Tageslicht spielt entscheidende Rolle für Leistungsfähigkeit ( permantente Sommerzeit schwierig)	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	0	0	0
2	2.4.5	der Schultag würde länger gehen und den Schulkindern ist ein freier Nachmittag wichtiger	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.4.5	Späteres Schulende, teilweise bis 14 Uhr	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.4.3	Wenn die Unterrichtsstunden zu unterschiedlichen Zeiten beginnen, ist es schwieriger, den Transport der Schüler zu organisieren.	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.3.2	Die Konzentration der Schüler verbesserte sich	Schlafmangel hat einen negativen Einfluss auf die Konzentration und Schulleistung	2	3	2.5
2	2.4.1	Diskrepanzen zwischen den Schulen	Umstellung der Schulbusse auf dem Land wäre problematisch	1	2	1.5
2	2.4.4	Wenn die Schule später startet, würde die Schulzeit weiter in die Nachmittagszeit reichen, wodurch die Freizeit der Jugendlichen reduziert werden würde	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	0	0	0
2	2.4.4	Schule endet später, somit kein freier Nachmittag mehr	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	0	0	0
2	2.3.3	In Seattle gingen die Schüler um 8:45 Uhr zur Schule. Dies verbesserte ihre Leistung und die Fehlzeiten waren geringer.	US-Studie zeigt Vorteile des späteren Schulanfangs	2	2	2
2	2.4.1	Mittagsversorgung müsste angeboten werden	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.5	Leistungsfähigkeit & innere Uhr sind nicht von Uhrzeit abhängig, sondern von der Zeit, die man dem Sonnenlicht ausgesetzt ist --> keine permanente Sommerzeit, da SuS sonst viel länger bei Dunkelheit in die Schule gehen müssten	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	2	2	2
2	2.4.3	Der Unterschied zwischen der Zeit macht die Jugend kann Verzögerungen für das Mittagessen haben	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.4.2	Die Schüler sollten nach der Mittagspause noch mal Unterricht machen.	Mit späterem Schulanfang hört die Schule auch später auf	2	0	1
2	2.4.5	Umstellung für Schulbusse vor allem auf dem Land	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.3.1	das frühe Aufstehen zur Schulzeit sei eine Qual	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	2	2	2
2	2.4.1	Schule würde später Enden	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.3.3	Nach einer Studie in Seattle(USA) schliefen Schüler durchschnittlich 34 Minuten länger, ihre Leistungen verbesserten sich und die Fehlzeiten waren geringer.	US-Studie zeigt Vorteile des späteren Schulanfangs	2	2	2
2	2.4.3	späteres Anfangen bedeutet späteres Beenden des Schultages, was den Schülern natürlich nicht gefällt	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	1	1	1
2	2.3.2	Schlafmangel schränkt die Leistungsfähigkeit ein, führt zu Konzentrations- und Ausdauerstörungen und macht schlechte Laune	Schlafmangel hat einen negativen Einfluss auf die Konzentration und Schulleistung	3	2	2.5
2	2.4.1	nach der Mittagspause nochmal  Unterricht	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.3.4	bessere Konzentration	Bei späterem Schulbeginn können Fehlzeiten weniger werden	0	0	0
2	2.4.3	Schüler werden abends später müde und brauchen morgens mehr Schlaf.	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.4.2	Führt zu Problemen bei der Zeitumstellung	Mit späterem Schulanfang hört die Schule auch später auf	0	0	0
2	2.3.3	Mit dem späteren Schulbeginn haben die Schüler mehr Zeit zum Schlafen, wodurch sich ihre Leistung verbessert und die Fehlzeiten verringert werden	US-Studie zeigt Vorteile des späteren Schulanfangs	0	0	0
2	2.3.1	Bei einem späteren Schulbeginn haben die Schüler mehr Schlafzeit, was zu einer besseren Konzentration und Leistungsfähigkeit im Unterricht führt	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	2	2	2
2	2.3.2	Fruehaufstehn ist fuer Judendliche eine Qual	Schlafmangel hat einen negativen Einfluss auf die Konzentration und Schulleistung	0	0	0
2	2.4.3	Ein späterer Schulbeginn bedeutet auch, dass man in die Mittagszeit hineinkommt.	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.3.3	besser für die Spättypen, bessere Laune haben	US-Studie zeigt Vorteile des späteren Schulanfangs	0	0	0
2	2.3.1	Die biologische Uhr der Jugend ist darauf eingestellt, später aufzustehen.	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	2	3	2.5
2	2.1.1	Das Thema ist ein eventuell späterer Schulanfang.	Soll die Schule morgens später anfangen?	2	3	2.5
2	2.3.3	Jede Organismus ist anders, manche Leute sind Frühtypen - stehen früher auf und daswegen Abends sind früher müde und können früh Problemos schlafen gehen. Aber andere Leute können so früh wie Frühtypen einfach nicht einschlafen, also am Morgen brauchen mehr Zeit zu schlafen, können aber nicht, weil sie auch um 8 Uhr die Unterrichten anfangen, und deswegen sind müde, können sich auf die Lektion nicht konzetrieren und dass zur schlechter Schulnoten führen.	US-Studie zeigt Vorteile des späteren Schulanfangs	0	0	0
2	2.4.3	zurück in die Dunkelheit	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.3.4	In USA schlafen Kinder länger, bessere Leistung, weniger Fehlzeiten	Bei späterem Schulbeginn können Fehlzeiten weniger werden	1	2	1.5
2	2.4.3	Tageslicht spielt entscheidende Rolle für Leistungsfähigkeit ( permantente Sommerzeit schwierig)	Schüler:innen hätten weniger Freizeit am Nachmittag zur Verfügung	0	0	0
2	2.4.2	Wenn die Unterrichtsstunden zu unterschiedlichen Zeiten beginnen, ist es schwieriger, den Transport der Schüler zu organisieren.	Mit späterem Schulanfang hört die Schule auch später auf	0	0	0
2	2.4.2	Je später die Schule beginnt, desto später die Schüler können der Feierabend anfangen.	Mit späterem Schulanfang hört die Schule auch später auf	3	3	3
2	2.3.4	Bei Schlafmangel gibt es Einschränkungen bei der Leistungsfähigkeit, Konzentration und Ausdauer, und macht schlechte Laune.	Bei späterem Schulbeginn können Fehlzeiten weniger werden	0	0	0
2	2.3.4	Viele Schüler sind Nachttypen, die aus biologischer Sicht morgens länger schlafen müssen.	Bei späterem Schulbeginn können Fehlzeiten weniger werden	0	0	0
2	2.4.4	Unterricht im Nachmittag	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	0	0	0
2	2.4.4	Längerer Schultag unbeliebt bei den Schülern	Schulen müssten bei späteren Schulzeiten Mittagsversorgung anbieten	0	0	0
2	2.3.3	die Kinder wären nicht mehr so müde und kämen besser aus dem Bett	US-Studie zeigt Vorteile des späteren Schulanfangs	0	0	0
2	2.3.2	Konzentration verbessert sich nachweislich (siehe Beispiel Seattle) durch mehr Schlaf in Verbindung mit dem späteren Schulstart	Schlafmangel hat einen negativen Einfluss auf die Konzentration und Schulleistung	2	1	1.5
2	2.1.1	In diesem Text geht es darum, ob es den Schülern hilfen würde, wenn sie später morgens mit der Schule anfangen würden.	Soll die Schule morgens später anfangen?	2	2	2
2	2.3.1	Zum einen fangen Kinder gerne etwas später an, sie können dann länger schlafen.	In der Pubertät werden viele Jugendliche zu Spättypen und brauchen morgens länger Schlaf	2	2	2
2	2.3.4	Aufstehen mit dem Tageslicht ist entscheidend für die Leistungsfähigkeit.	Bei späterem Schulbeginn können Fehlzeiten weniger werden	0	0	0
2	2.4.2	Die Schüler sollten den Nachmittag über aktiv bleiben, damit sie früh schlafen können	Mit späterem Schulanfang hört die Schule auch später auf	1	0	0.5
2	2.4.5	freie Nachmittage fallen weg	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
2	2.3.3	innere Uhr verändert sich	US-Studie zeigt Vorteile des späteren Schulanfangs	0	0	0
2	2.3.4	Wenn die Schüler länger schlafen können, ihre Konzentration und ihre Leistungen verbesserten sich.	Bei späterem Schulbeginn können Fehlzeiten weniger werden	0	0	0
2	2.4.1	Das Angebot an Mittagsversorgung und die Mittagspause.	Umstellung der Schulbusse auf dem Land wäre problematisch	0	0	0
2	2.4.2	In den Wintermonaten gibt es ein Problem - in diese Zeit das Auge weniger dem Sonnenlicht ausgesetzt ist.	Mit späterem Schulanfang hört die Schule auch später auf	0	0	0
2	2.4.5	Probleme mit den Schulbussen, vor allem auf dem Land	Tageslicht hat einen größeren Einfluss auf die Leistungsfähigkeit als die Uhrzeit des Schulbeginns	0	0	0
